best_trial_id,best_value,param_name,param_value
58,0.6705850639343262,alpha,0.8210472652585277
58,0.6705850639343262,beta,1.0514683141529624
58,0.6705850639343262,max_depth,1
58,0.6705850639343262,use_gating_mlp,1
58,0.6705850639343262,gating_mlp_hidden,32
58,0.6705850639343262,hidden_dim_expert,32
58,0.6705850639343262,anneal_epochs,10
58,0.6705850639343262,schedule_type,linear
58,0.6705850639343262,learning_rate,0.0003
58,0.6705850639343262,lradj,cosine
