Stock,Strategy,Leaf,Feature_Type,Features,Accuracy,F1_Score,MCC,Sharpe_Ratio,Max_Drawdown,Final_Return,Coverage,Leaf_Accuracy,Leaf_MCC,Reliability
BNTX,global_importance_top5,,Top 5,"Feature_213,Feature_289,Feature_270,Feature_345,Feature_285",0.4982078853046595,0.4423264907135875,0.04637765638267024,1.7348265542426249,-0.49029491212183285,2.2662676360698724,1.0,0.4982078853046595,0.04637765638267024,high
BNTX,global_importance_bottom5,,Bottom 5,"Feature_48,Feature_259,Feature_67,Feature_217,Feature_16",0.4946236559139785,0.4897944505237633,0.0017355267187288339,1.6815811867442887,-0.33308288023496324,1.7206881485039949,1.0,0.4946236559139785,0.0017355267187288339,high
BNTX,global_importance_mid5,,Middle 5,"Feature_344,Feature_28,Feature_267,Feature_405,Feature_8",0.46236559139784944,0.35042091329381764,-0.0445083514900958,2.1281555458816115,-0.4450416460110279,3.660235466820959,1.0,0.46236559139784944,-0.0445083514900958,high
BNTX,random5,,Random 5,"Feature_238,Feature_23,Feature_227,Feature_257,Feature_264",0.5053763440860215,0.47919598590836765,0.04330723903766045,1.3245192394332401,-0.4450416460110276,1.1108113643209387,1.0,0.5053763440860215,0.04330723903766045,high
BNTX,feature_selection_frequency_top5,,Top 5,"Feature_319,Feature_327,Feature_252,Feature_157,Feature_58",0.5053763440860215,0.4874652554126119,-0.01316957014530407,-0.8024737483676484,-0.5292331222312001,-0.39059867876456733,1.0,0.5053763440860215,-0.01316957014530407,high
BNTX,feature_selection_frequency_bottom5,,Bottom 5,"Feature_0,Feature_163,Feature_339,Feature_165,Feature_166",0.4767025089605735,0.3330109858756946,0.03254515249553465,1.5726881026798385,-0.44504164601102736,1.9511148599374248,1.0,0.4767025089605735,0.03254515249553465,high
BNTX,feature_selection_frequency_mid5,,Middle 5,"Feature_78,Feature_434,Feature_416,Feature_417,Feature_350",0.4910394265232975,0.36168927072639184,0.09325552682032028,1.4130538802138553,-0.4450416460110278,1.5329946972042898,1.0,0.4910394265232975,0.09325552682032028,high
BNTX,random5,,Random 5,"Feature_110,Feature_288,Feature_328,Feature_13,Feature_352",0.5089605734767025,0.4608003477545535,0.06903869284231459,2.2868040915796075,-0.38167187009481574,4.194820289767629,1.0,0.5089605734767025,0.06903869284231459,high
BNTX,phi_importance_top5,,Top 5,"Feature_423,Feature_58,Feature_299,Feature_316,Feature_157",0.45161290322580644,0.30390020428689934,-0.1127642195216143,1.982256438216466,-0.4450416460110279,3.2541620189428677,1.0,0.45161290322580644,-0.1127642195216143,high
BNTX,phi_importance_bottom5,,Bottom 5,"Feature_163,Feature_377,Feature_353,Feature_277,Feature_21",0.44802867383512546,0.44584124243447204,-0.09655087479297365,0.9946128351928815,-0.42413129697873775,0.6153408837819383,1.0,0.44802867383512546,-0.09655087479297365,high
BNTX,phi_importance_mid5,,Middle 5,"Feature_87,Feature_126,Feature_185,Feature_281,Feature_175",0.4982078853046595,0.48628789928678434,0.016255247553265868,1.0412020627411678,-0.3706963854128982,0.6865733640207161,1.0,0.4982078853046595,0.016255247553265868,high
BNTX,random5,,Random 5,"Feature_99,Feature_29,Feature_400,Feature_227,Feature_372",0.46953405017921146,0.38381549054164016,-0.022740962211361716,1.2444137952689955,-0.4519158034872732,1.1036927969697405,1.0,0.46953405017921146,-0.022740962211361716,high
BNTX,coverage_weighted_importance_top5,,Top 5,"Feature_289,Feature_270,Feature_213,Feature_345,Feature_285",0.4982078853046595,0.4423264907135875,0.04637765638267024,1.7348265542426249,-0.49029491212183285,2.2662676360698724,1.0,0.4982078853046595,0.04637765638267024,high
BNTX,coverage_weighted_importance_bottom5,,Bottom 5,"Feature_259,Feature_67,Feature_48,Feature_196,Feature_217",0.48028673835125446,0.4660688931891947,-0.02031320670954835,0.8845364240748338,-0.5229602448176147,0.5066817634503651,1.0,0.48028673835125446,-0.02031320670954835,high
BNTX,coverage_weighted_importance_mid5,,Middle 5,"Feature_391,Feature_28,Feature_418,Feature_110,Feature_188",0.4767025089605735,0.37212498288648155,0.00688523942385519,1.6161333319675544,-0.4320380146348646,2.070391016642915,1.0,0.4767025089605735,0.00688523942385519,high
BNTX,random5,,Random 5,"Feature_0,Feature_410,Feature_343,Feature_296,Feature_414",0.46236559139784944,0.34577966836031354,-0.04480381090357133,1.7752632242994306,-0.3777419018238186,2.4968346829508157,1.0,0.46236559139784944,-0.04480381090357133,high
