Stock,Strategy,Leaf,Feature_Type,Features,Accuracy,F1_Score,MCC,Sharpe_Ratio,Max_Drawdown,Final_Return,Coverage,Leaf_Accuracy,Leaf_MCC,Reliability
PEP,global_importance_top5,,Top 5,"Feature_160,Feature_139,Feature_210,Feature_191,Feature_176",0.5125448028673835,0.49739465999883065,0.014805259130427342,1.2089212614131684,-0.07019477798487184,0.17381170569161553,1.0,0.5125448028673835,0.014805259130427342,high
PEP,global_importance_bottom5,,Bottom 5,"Feature_124,Feature_265,Feature_232,Feature_204,Feature_369",0.5197132616487455,0.5123503753296814,0.03247386778680433,0.7480306206177585,-0.09277720775063247,0.09855669961365243,1.0,0.5197132616487455,0.03247386778680433,high
PEP,global_importance_mid5,,Middle 5,"Feature_366,Feature_207,Feature_394,Feature_64,Feature_84",0.48028673835125446,0.47081840257769403,-0.049962136248644526,0.6094943216769928,-0.10742759820696368,0.07851858141036572,1.0,0.48028673835125446,-0.049962136248644526,high
PEP,random5,,Random 5,"Feature_238,Feature_23,Feature_227,Feature_257,Feature_264",0.5161290322580645,0.510765658422495,0.026038584630243465,0.7385405069803012,-0.09463613457093889,0.0886727419331168,1.0,0.5161290322580645,0.026038584630243465,high
PEP,feature_selection_frequency_top5,,Top 5,"Feature_323,Feature_81,Feature_383,Feature_418,Feature_65",0.4838709677419355,0.4773651396042287,-0.025649458802128853,1.5043077152805677,-0.08141303453041782,0.2896249528166195,1.0,0.4838709677419355,-0.025649458802128853,high
PEP,feature_selection_frequency_bottom5,,Bottom 5,"Feature_436,Feature_200,Feature_199,Feature_198,Feature_197",0.5376344086021505,0.527242249651221,0.06882249267628404,1.008301344842753,-0.06909692776201093,0.14144350116297222,1.0,0.5376344086021505,0.06882249267628404,high
PEP,feature_selection_frequency_mid5,,Middle 5,"Feature_369,Feature_119,Feature_371,Feature_117,Feature_124",0.5232974910394266,0.5234077750206783,0.04627487769866773,2.031298841932937,-0.06352828705731983,0.396422171105981,1.0,0.5232974910394266,0.04627487769866773,high
PEP,random5,,Random 5,"Feature_110,Feature_288,Feature_328,Feature_13,Feature_352",0.48028673835125446,0.43403126687584165,-0.07038931024994645,0.8136930481455255,-0.05022860348934188,0.0719812215650868,1.0,0.48028673835125446,-0.07038931024994645,high
PEP,phi_importance_top5,,Top 5,"Feature_142,Feature_398,Feature_389,Feature_322,Feature_81",0.46953405017921146,0.4658917181541125,-0.05633169619112304,1.5344679462892248,-0.08602420903838282,0.2968689194008083,1.0,0.46953405017921146,-0.05633169619112304,high
PEP,phi_importance_bottom5,,Bottom 5,"Feature_2,Feature_57,Feature_85,Feature_401,Feature_300",0.5161290322580645,0.5004359197907585,0.022271770159368695,1.1835087810660945,-0.08987040375960387,0.14679154045174347,1.0,0.5161290322580645,0.022271770159368695,high
PEP,phi_importance_mid5,,Middle 5,"Feature_46,Feature_183,Feature_61,Feature_118,Feature_214",0.5161290322580645,0.5029630869710234,0.023006070487575216,1.297348665138377,-0.06868021341998976,0.17651814160310897,1.0,0.5161290322580645,0.023006070487575216,high
PEP,random5,,Random 5,"Feature_99,Feature_29,Feature_400,Feature_227,Feature_372",0.5376344086021505,0.5213443846872969,0.06821139424098836,0.037257330972744473,-0.11570868235248277,-0.0018293583599190422,1.0,0.5376344086021505,0.06821139424098836,high
PEP,coverage_weighted_importance_top5,,Top 5,"Feature_139,Feature_210,Feature_191,Feature_160,Feature_176",0.5125448028673835,0.49739465999883065,0.014805259130427342,1.2089212614131684,-0.07019477798487184,0.17381170569161553,1.0,0.5125448028673835,0.014805259130427342,high
PEP,coverage_weighted_importance_bottom5,,Bottom 5,"Feature_232,Feature_265,Feature_124,Feature_204,Feature_369",0.5197132616487455,0.5123503753296814,0.03247386778680433,0.7480306206177585,-0.09277720775063247,0.09855669961365243,1.0,0.5197132616487455,0.03247386778680433,high
PEP,coverage_weighted_importance_mid5,,Middle 5,"Feature_342,Feature_280,Feature_239,Feature_391,Feature_13",0.5232974910394266,0.5219432400358066,0.043301270189221926,0.887587188070727,-0.08775956599130064,0.12817956400154173,1.0,0.5232974910394266,0.043301270189221926,high
PEP,random5,,Random 5,"Feature_0,Feature_410,Feature_343,Feature_296,Feature_414",0.5340501792114696,0.49371496950232596,0.060453990067032094,1.0153608089019095,-0.0559240509756217,0.10795467342874177,1.0,0.5340501792114696,0.060453990067032094,high
