Stock,Strategy,Leaf,Feature_Type,Features,Accuracy,F1_Score,MCC,Sharpe_Ratio,Max_Drawdown,Final_Return,Coverage,Leaf_Accuracy,Leaf_MCC,Reliability
TSLA,global_importance_top5,,Top 5,"Feature_53,Feature_42,Feature_394,Feature_398,Feature_101",0.5017921146953405,0.5014463370999874,0.004168600596855615,1.1076639805782835,-0.40043801307884697,0.668423111505591,1.0,0.5017921146953405,0.004168600596855615,high
TSLA,global_importance_bottom5,,Bottom 5,"Feature_271,Feature_100,Feature_151,Feature_1,Feature_401",0.4946236559139785,0.491621717428169,-0.009205984199462697,3.227443076004729,-0.337353625366262,6.61905194366504,1.0,0.4946236559139785,-0.009205984199462697,high
TSLA,global_importance_mid5,,Middle 5,"Feature_18,Feature_142,Feature_89,Feature_410,Feature_254",0.5268817204301075,0.5268938766037862,0.05380543714386831,2.253559066694502,-0.3373536253662618,2.374575687009909,1.0,0.5268817204301075,0.05380543714386831,high
TSLA,random5,,Random 5,"Feature_238,Feature_23,Feature_227,Feature_257,Feature_264",0.5268817204301075,0.5257845073513276,0.052974549641247703,2.2757456298294008,-0.27162626352571717,2.186266333633921,1.0,0.5268817204301075,0.052974549641247703,high
TSLA,feature_selection_frequency_top5,,Top 5,"Feature_428,Feature_179,Feature_376,Feature_434,Feature_422",0.4982078853046595,0.49623905718298444,-0.004972701519098789,2.228659070494982,-0.3373536253662619,2.207934313257924,1.0,0.4982078853046595,-0.004972701519098789,high
TSLA,feature_selection_frequency_bottom5,,Bottom 5,"Feature_0,Feature_209,Feature_210,Feature_213,Feature_215",0.5268817204301075,0.5250253967725281,0.05283495364042463,2.308153896450373,-0.2716262635257173,2.235242219100393,1.0,0.5268817204301075,0.05283495364042463,high
TSLA,feature_selection_frequency_mid5,,Middle 5,"Feature_377,Feature_378,Feature_379,Feature_392,Feature_381",0.4874551971326165,0.47998223959442227,-0.023187238375019507,2.84441921905873,-0.337353625366262,4.861831540579201,1.0,0.4874551971326165,-0.023187238375019507,high
TSLA,random5,,Random 5,"Feature_110,Feature_288,Feature_328,Feature_13,Feature_352",0.5770609318996416,0.57690870167151,0.15382641304787817,2.7063883980014336,-0.3373536253662619,3.6969335085607264,1.0,0.5770609318996416,0.15382641304787817,high
TSLA,phi_importance_top5,,Top 5,"Feature_372,Feature_326,Feature_434,Feature_341,Feature_376",0.5232974910394266,0.5212045576701959,0.04557414679946176,2.864444772766276,-0.337353625366262,3.907641965406916,1.0,0.5232974910394266,0.04557414679946176,high
TSLA,phi_importance_bottom5,,Bottom 5,"Feature_242,Feature_81,Feature_173,Feature_308,Feature_391",0.5017921146953405,0.496923991251814,0.005818440966408634,2.8902955271970368,-0.3373536253662618,5.041411610357544,1.0,0.5017921146953405,0.005818440966408634,high
TSLA,phi_importance_mid5,,Middle 5,"Feature_219,Feature_411,Feature_426,Feature_140,Feature_193",0.5161290322580645,0.5117334591444038,0.030777614863044738,2.3368331854939974,-0.3373536253662618,2.3811201074237274,1.0,0.5161290322580645,0.030777614863044738,high
TSLA,random5,,Random 5,"Feature_99,Feature_29,Feature_400,Feature_227,Feature_372",0.5053763440860215,0.5040517776987763,0.011935689529781735,2.703463141028374,-0.3373536253662619,3.5521084440881925,1.0,0.5053763440860215,0.011935689529781735,high
TSLA,coverage_weighted_importance_top5,,Top 5,"Feature_53,Feature_398,Feature_394,Feature_42,Feature_101",0.5017921146953405,0.5014463370999874,0.004168600596855615,1.1076639805782835,-0.40043801307884697,0.668423111505591,1.0,0.5017921146953405,0.004168600596855615,high
TSLA,coverage_weighted_importance_bottom5,,Bottom 5,"Feature_100,Feature_271,Feature_401,Feature_151,Feature_40",0.5340501792114696,0.5315364075918309,0.0704493706868693,2.9771599810316554,-0.3373536253662619,4.852184698461306,1.0,0.5340501792114696,0.0704493706868693,high
TSLA,coverage_weighted_importance_mid5,,Middle 5,"Feature_426,Feature_149,Feature_326,Feature_282,Feature_399",0.5268817204301075,0.5238009502375595,0.0562372684229074,3.1766794666698006,-0.337353625366262,5.86000309046795,1.0,0.5268817204301075,0.0562372684229074,high
TSLA,random5,,Random 5,"Feature_0,Feature_410,Feature_343,Feature_296,Feature_414",0.5519713261648745,0.5510827124000396,0.10340105341276455,2.15057803698789,-0.3373536253662619,2.0699644138445032,1.0,0.5519713261648745,0.10340105341276455,high
