best_trial_id,best_value,param_name,param_value
162,0.6729237079620362,alpha,0.2537055503311811
162,0.6729237079620362,beta,0.7995773616725247
162,0.6729237079620362,max_depth,1
162,0.6729237079620362,use_gating_mlp,0
162,0.6729237079620362,hidden_dim_expert,16
162,0.6729237079620362,anneal_epochs,20
162,0.6729237079620362,schedule_type,linear
162,0.6729237079620362,learning_rate,0.003
162,0.6729237079620362,lradj,cosine
