best_trial_id,best_value,param_name,param_value
81,0.6898111457824707,alpha,0.15984883480984624
81,0.6898111457824707,beta,0.3254654515652238
81,0.6898111457824707,max_depth,1
81,0.6898111457824707,use_gating_mlp,0
81,0.6898111457824707,hidden_dim_expert,16
81,0.6898111457824707,anneal_epochs,10
81,0.6898111457824707,schedule_type,linear
81,0.6898111457824707,learning_rate,0.003
81,0.6898111457824707,lradj,cosine
