,Top_Mean_Accuracy,Bottom_Mean_Accuracy,Top_Mean_MCC,Bottom_Mean_MCC,Top_Mean_Sharpe,Bottom_Mean_Sharpe,Top_Mean_Return,Bottom_Mean_Return
global_importance,0.47909199522102747,0.47670250896057353,0.010338468085883354,0.021511393300597776,0.7881429629653126,0.7414675901282448,0.43817294711098703,0.9763805038063345
