,Top_Mean_Accuracy,Bottom_Mean_Accuracy,Top_Mean_MCC,Bottom_Mean_MCC,Top_Mean_Sharpe,Bottom_Mean_Sharpe,Top_Mean_Return,Bottom_Mean_Return
feature_selection_frequency,0.45997610513739545,0.4774990043807248,-0.03189718684146628,0.029056838861357886,0.5320522099833054,0.6510491192000085,0.26682463575852694,0.503772721196309
