,Top_Mean_Accuracy,Bottom_Mean_Accuracy,Top_Mean_MCC,Bottom_Mean_MCC,Top_Mean_Sharpe,Bottom_Mean_Sharpe,Top_Mean_Return,Bottom_Mean_Return
coverage_weighted_importance,0.4771007566706491,0.4767025089605734,0.015286891426367688,0.03127084096831385,0.8032420813525474,0.7492014794780947,0.4124484656861649,0.6469954673441863
