,Top_Mean_Accuracy,Bottom_Mean_Accuracy,Top_Mean_MCC,Bottom_Mean_MCC,Top_Mean_Sharpe,Bottom_Mean_Sharpe,Top_Mean_Return,Bottom_Mean_Return
phi_importance,0.4603743528474711,0.4631620868180008,-0.03741450039199262,-0.03549104954981373,0.956152256222214,1.20072814163027,0.8780682090061568,0.7865078281863072
